cmd,time,module,data1,data2,data3,data4,data5,data6
0,2024-03-20T10:00:20.000Z,GPS,13.7583,100.5038,200
0,2024-03-20T10:00:21.000Z,BMP280,23.2,1012.2,205
0,2024-03-20T10:00:21.000Z,GY-521,0.22,0.23,0.77,2.2,2.3,2.4
0,2024-03-20T10:00:21.000Z,GPS,13.7584,100.5039,205
0,2024-03-20T10:00:22.000Z,BMP280,23.1,1012.15,210
0,2024-03-20T10:00:22.000Z,GY-521,0.23,0.24,0.76,2.3,2.4,2.5
0,2024-03-20T10:00:22.000Z,GPS,13.7585,100.504,210
0,2024-03-20T10:00:23.000Z,BMP280,23.0,1012.1,215
0,2024-03-20T10:00:23.000Z,GY-521,0.24,0.25,0.75,2.4,2.5,2.6
0,2024-03-20T10:00:23.000Z,GPS,13.7586,100.5041,215
0,2024-03-20T10:00:24.000Z,BMP280,22.9,1012.05,220
0,2024-03-20T10:00:24.000Z,GY-521,0.25,0.26,0.74,2.5,2.6,2.7
0,2024-03-20T10:00:24.000Z,GPS,13.7587,100.5042,220
0,2024-03-20T10:00:25.000Z,BMP280,22.8,1012.0,225
0,2024-03-20T10:00:25.000Z,GY-521,0.26,0.27,0.73,2.6,2.7,2.8
0,2024-03-20T10:00:25.000Z,GPS,13.7588,100.5043,225
0,2024-03-20T10:00:26.000Z,BMP280,22.7,1011.95,230
0,2024-03-20T10:00:26.000Z,GY-521,0.27,0.28,0.72,2.7,2.8,2.9
0,2024-03-20T10:00:26.000Z,GPS,13.7589,100.5044,230
0,2024-03-20T10:00:27.000Z,BMP280,22.6,1011.9,235
0,2024-03-20T10:00:27.000Z,GY-521,0.28,0.29,0.71,2.8,2.9,3.0
0,2024-03-20T10:00:27.000Z,GPS,13.759,100.5045,235
0,2024-03-20T10:00:28.000Z,BMP280,22.5,1011.85,240
0,2024-03-20T10:00:28.000Z,GY-521,0.29,0.3,0.7,2.9,3.0,3.1
0,2024-03-20T10:00:28.000Z,GPS,13.7591,100.5046,240
0,2024-03-20T10:00:29.000Z,BMP280,22.4,1011.8,245
0,2024-03-20T10:00:29.000Z,GY-521,0.3,0.31,0.69,3.0,3.1,3.2
0,2024-03-20T10:00:29.000Z,GPS,13.7592,100.5047,245
0,2024-03-20T10:00:30.000Z,BMP280,22.3,1011.75,250
0,2024-03-20T10:00:30.000Z,GY-521,0.31,0.32,0.68,3.1,3.2,3.3
0,2024-03-20T10:00:30.000Z,GPS,13.7593,100.5048,250
0,2024-03-20T10:00:31.000Z,BMP280,22.2,1011.7,255
0,2024-03-20T10:00:31.000Z,GY-521,0.32,0.33,0.67,3.2,3.3,3.4
0,2024-03-20T10:00:31.000Z,GPS,13.7594,100.5049,255
0,2024-03-20T10:00:32.000Z,BMP280,22.1,1011.65,260
0,2024-03-20T10:00:32.000Z,GY-521,0.33,0.34,0.66,3.3,3.4,3.5
0,2024-03-20T10:00:32.000Z,GPS,13.7595,100.505,260
0,2024-03-20T10:00:33.000Z,BMP280,22.0,1011.6,265
0,2024-03-20T10:00:33.000Z,GY-521,0.34,0.35,0.65,3.4,3.5,3.6
0,2024-03-20T10:00:33.000Z,GPS,13.7596,100.5051,265
0,2024-03-20T10:00:34.000Z,BMP280,21.9,1011.55,270
0,2024-03-20T10:00:34.000Z,GY-521,0.35,0.36,0.64,3.5,3.6,3.7
0,2024-03-20T10:00:34.000Z,GPS,13.7597,100.5052,270
0,2024-03-20T10:00:35.000Z,BMP280,21.8,1011.5,275
0,2024-03-20T10:00:35.000Z,GY-521,0.36,0.37,0.63,3.6,3.7,3.8
0,2024-03-20T10:00:35.000Z,GPS,13.7598,100.5053,275
0,2024-03-20T10:00:36.000Z,BMP280,21.7,1011.45,280
0,2024-03-20T10:00:36.000Z,GY-521,0.37,0.38,0.62,3.7,3.8,3.9
0,2024-03-20T10:00:36.000Z,GPS,13.7599,100.5054,280
0,2024-03-20T10:00:37.000Z,BMP280,21.6,1011.4,285
0,2024-03-20T10:00:37.000Z,GY-521,0.38,0.39,0.61,3.8,3.9,4.0
0,2024-03-20T10:00:37.000Z,GPS,13.76,100.5055,285
0,2024-03-20T10:00:38.000Z,BMP280,21.5,1011.35,290
0,2024-03-20T10:00:38.000Z,GY-521,0.39,0.4,0.6,3.9,4.0,4.1
0,2024-03-20T10:00:38.000Z,GPS,13.7601,100.5056,290
0,2024-03-20T10:00:39.000Z,BMP280,21.4,1011.3,295
0,2024-03-20T10:00:39.000Z,GY-521,0.4,0.41,0.59,4.0,4.1,4.2
0,2024-03-20T10:00:39.000Z,GPS,13.7602,100.5057,295
0,2024-03-20T10:00:40.000Z,BMP280,21.3,1011.25,300
0,2024-03-20T10:00:40.000Z,GY-521,0.41,0.42,0.58,4.1,4.2,4.3
0,2024-03-20T10:00:40.000Z,GPS,13.7603,100.5058,300
0,2024-03-20T10:00:41.000Z,BMP280,21.2,1011.2,305
0,2024-03-20T10:00:41.000Z,GY-521,0.42,0.43,0.57,4.2,4.3,4.4
0,2024-03-20T10:00:41.000Z,GPS,13.7604,100.5059,305
0,2024-03-20T10:00:42.000Z,BMP280,21.1,1011.15,310
0,2024-03-20T10:00:42.000Z,GY-521,0.43,0.44,0.56,4.3,4.4,4.5
0,2024-03-20T10:00:42.000Z,GPS,13.7605,100.506,310
0,2024-03-20T10:00:43.000Z,BMP280,21.0,1011.1,315
0,2024-03-20T10:00:43.000Z,GY-521,0.44,0.45,0.55,4.4,4.5,4.6
0,2024-03-20T10:00:43.000Z,GPS,13.7606,100.5061,315
0,2024-03-20T10:00:44.000Z,BMP280,20.9,1011.05,320
0,2024-03-20T10:00:44.000Z,GY-521,0.45,0.46,0.54,4.5,4.6,4.7
0,2024-03-20T10:00:44.000Z,GPS,13.7607,100.5062,320
0,2024-03-20T10:00:45.000Z,BMP280,20.8,1011.0,325
0,2024-03-20T10:00:45.000Z,GY-521,0.46,0.47,0.53,4.6,4.7,4.8
0,2024-03-20T10:00:45.000Z,GPS,13.7608,100.5063,325
0,2024-03-20T10:00:46.000Z,BMP280,20.7,1010.95,330
0,2024-03-20T10:00:46.000Z,GY-521,0.47,0.48,0.52,4.7,4.8,4.9
0,2024-03-20T10:00:46.000Z,GPS,13.7609,100.5064,330
0,2024-03-20T10:00:47.000Z,BMP280,20.6,1010.9,335
0,2024-03-20T10:00:47.000Z,GY-521,0.48,0.49,0.51,4.8,4.9,5.0
0,2024-03-20T10:00:47.000Z,GPS,13.761,100.5065,335
0,2024-03-20T10:00:48.000Z,BMP280,20.5,1010.85,340
0,2024-03-20T10:00:48.000Z,GY-521,0.49,0.5,0.5,4.9,5.0,5.1
0,2024-03-20T10:00:48.000Z,GPS,13.7611,100.5066,340
0,2024-03-20T10:00:49.000Z,BMP280,20.4,1010.8,345
0,2024-03-20T10:00:49.000Z,GY-521,0.5,0.51,0.49,5.0,5.1,5.2
0,2024-03-20T10:00:49.000Z,GPS,13.7612,100.5067,345
